Class 0
s3301a 504.06 504.401

Class 15197
s3301b 315.62 316.3
s3301a 508.977 509.477

Class 15198
s3302a 133.009 133.399
s3302b 433.083 433.403
s3301a 509.742 510.127

Class 15199
s3301b 359.285 359.855
s3301a 514.96 515.58

Class 15200
s3301a 515.23 515.82
s3301a 557.72 558.2

Class 15201
s3302a 212.626 213.106
s3301a 541.361 541.801

Class 15202
s3302a 16.0998 16.5497
s3301a 543.985 544.53

Class 15203
s3302a 396.806 397.216
s3301a 545.03 545.38

Class 15204
s3301a 546.41 547.17
s3301a 575.479 576.389

Class 15205
s3302a 159.455 159.975
s3303b 176.442 176.762
s3302b 440.154 440.624
s3301a 547.374 547.771

Class 15206
s3301b 10.4717 11.1317
s3301a 547.371 548.191

Class 15207
s3302b 285.094 285.654
s3302a 537.411 537.831
s3301a 548.256 548.706

Class 15208
s3302a 240.224 240.734
s3302b 367.993 368.633
s3301a 551.161 551.671

Class 15209
s3301a 553.172 553.632
s3303b 521.586 522.026

Class 15210
s3302b 333.219 333.659
s3301a 557.76 558.15

Class 15211
s3302b 440.154 440.494
s3301a 558.622 558.962

Class 15212
s3302b 273.328 273.688
s3301a 558.832 559.182

Class 15213
s3301b 181.134 181.444
s3301b 321.359 321.779
s3301a 559.177 559.657

Class 15214
s3302b 258.848 259.328
s3301b 321.359 321.779
s3301a 559.312 559.854
s3303b 490.91 491.33
s3301a 593.78 594.23

Class 15215
s3301a 559.542 560.052
s3303b 544.005 544.375

Class 15216
s3302b 90.2722 90.9822
s3302b 248.226 248.596
s3302b 273.378 273.908
s3301b 337.265 337.635
s3301b 344.259 344.709
s3302b 429.448 429.808
s3301a 560.152 560.572

Class 15217
s3301a 560.253 560.973
s3303b 528.109 528.599

Class 15218
s3302b 268.429 268.989
s3302a 528.4 529.04
s3301a 568.589 569.074

Class 15219
s3302a 528.4 529.04
s3301a 568.664 569.174
s3302b 555.992 556.482

Class 15220
s3303b 304.61 305.02
s3301a 570.329 570.839

Class 15221
s3303b 5.20419 5.65419
s3301a 571.109 571.529

Class 15222
s3302a 6.462 7.062
s3301a 571.299 571.949

Class 15223
s3302a 0.1 0.52
s3301a 571.559 571.939

Class 15224
s3302b 460.24 460.76
s3301a 572.909 573.689

Class 15225
s3302a 379.458 380.528
s3301a 572.919 573.999

Class 15226
s3301a 573.319 573.689
s3302b 554.032 554.582

Class 15227
s3301a 577.959 578.359
s3302b 555.212 555.692

Class 15228
s3301b 29.8583 30.3483
s3302b 367.703 368.133
s3301a 578.539 579.244

Class 15229
s3303b 472.771 473.291
s3301a 583.423 583.843

Class 15230
s3301b 25.7413 26.1812
s3303b 74.0717 74.5717
s3301a 586.279 586.719

Class 15231
s3301b 254.349 254.959
s3302a 477.816 478.266
s3301a 590.261 590.821

Class 15232
s3301a 590.241 591.441
s3301a 594.51 595.6

Class 15233
s3302b 13.8265 14.4265
s3303b 343.009 343.519
s3301a 592.975 593.48

Class 15234
s3302a 497.623 497.953
s3301a 593.22 593.57

Class 15235
s3301b 67.1783 67.6283
s3301b 113.51 114.03
s3301a 595.285 595.885

Class 15236
s3301b 23.4475 24.4375
s3302a 495.017 496.207
s3301a 598.728 599.993

Class 15237
s3301b 1.63738 2.21738
s3303b 56.9183 57.7083
s3301b 78.4615 79.3115
s3301b 103.612 104.272
s3302a 328.481 329.141
s3303b 254.554 255.474
s3301a 599.273 599.996

Class 15238
s3301b 97.1072 97.4872
s3301b 216.419 216.889
s3302a 366.216 366.556
s3303b 314.352 314.872
s3303b 337.103 337.703
s3302a 503.212 503.682
s3302b 451.979 452.479
s3301a 599.5 599.962

Class 15239
s3302b 262.504 262.994
s3302b 265.018 265.958
s3301a 599.598 600.448

Class 15240
s3302b 154.104 154.524
s3303b 376.31 376.72
s3301a 599.653 600.178

Class 15241
s3303b 20.7679 21.2579
s3301b 196.187 196.747
s3301a 600.303 600.733

Class 15242
s3301b 1.58625 2.22625
s3303b 56.4783 57.7083
s3302b 73.5673 73.9573
s3301b 100.882 101.502
s3301b 260.281 260.711
s3302a 328.471 329.261
s3302b 314.21 315.07
s3302a 495.537 496.197
s3302a 503.032 503.662
s3302a 522.908 523.438

Class 15243
s3301b 1.81238 2.17238
s3301b 97.1272 97.4972
s3301b 216.439 216.859

Class 15244
s3301b 1.97738 2.40738
s3302a 124.125 124.565

Class 15245
s3301b 4.63338 5.06337
s3302a 521.828 522.358

Class 15246
s3301b 6.80506 7.26506
s3303b 554.122 554.482

Class 15247
s3301b 7.44506 7.76506
s3303b 477.622 477.972

Class 15248
s3301b 8.77669 9.15338
s3302a 61.1638 61.5737
s3302b 90.2922 90.9822
s3302a 226.348 226.718
s3302a 241.404 241.784
s3302a 423.046 423.486
s3302a 547.541 547.981

Class 15249
s3301b 8.86881 9.27006
s3302a 61.1638 61.5737
s3302a 193.441 193.991
s3302a 226.348 226.718
s3302a 277.837 278.227
s3302a 423.046 423.486
s3302b 525.792 526.189

Class 15250
s3301b 9.615 9.97831
s3302a 119.175 119.525
s3302b 301.423 301.823
s3302a 360.967 361.337

Class 15251
s3301b 16.6028 17.1828
s3302a 503.222 503.832

Class 15252
s3301b 16.9328 17.2728
s3302b 530.725 531.075

Class 15253
s3301b 18.0628 18.4328
s3302b 349.818 350.228

Class 15254
s3301b 21.0568 21.5068
s3302b 556.222 556.672

Class 15255
s3301b 22.5168 22.8968
s3302b 267.859 268.209

Class 15256
s3301b 23.4675 23.8675
s3301b 64.169 64.579

Class 15257
s3301b 23.9708 24.3841
s3301b 78.8415 79.2715
s3301b 101.082 101.502
s3302a 328.471 329.001
s3302a 366.066 366.496
s3302a 495.547 496.047
s3302a 503.032 503.652

Class 15258
s3301b 24.8575 25.2075
s3301b 97.1772 97.5072

Class 15259
s3301b 26.8734 27.4034
s3301b 374.34 374.83
s3301b 577.987 578.617

Class 15260
s3301b 28.1299 28.5866
s3302a 159.425 159.915
s3303b 359.145 359.455
s3301b 579.168 579.568

Class 15261
s3301b 29.1883 29.5283
s3302a 497.503 498.013

Class 15262
s3301b 31.4083 31.8983
s3302b 97.52 98.08

Class 15263
s3301b 34.0883 34.7083
s3302b 112.706 113.146

Class 15264
s3301b 35.1583 35.4983
s3302b 39.3582 39.8882

Class 15265
s3301b 41.5751 42.0451
s3302a 396.836 397.436

Class 15266
s3301b 44.767 45.497
s3303b 514.728 515.128

Class 15267
s3301b 47.2323 47.6123
s3303b 470.274 470.684

Class 15268
s3301b 48.3723 48.9222
s3301b 389.483 389.973

Class 15269
s3301b 55.5767 55.9468
s3302a 249.858 250.198

Class 15270
s3301b 61.2248 61.6548
s3302a 199.413 199.793

Class 15271
s3303b 18.1535 18.6935
s3301b 61.4214 61.9581
s3302a 179.968 180.278
s3302b 344.429 345.199

Class 15272
s3301b 61.5948 62.1498
s3301b 63.939 64.259
s3302a 123.945 124.465

Class 15273
s3301b 61.8548 62.2048
s3303b 494.463 494.793

Class 15274
s3301b 63.819 64.254
s3302a 179.928 180.478
s3301b 205.965 206.425

Class 15275
s3301b 64.3756 64.9556
s3301b 66.9883 67.5283
s3303b 136.3 136.7
s3302b 348.188 348.578

Class 15276
s3301b 65.134 65.579
s3302a 129.899 130.309
s3302b 254.007 254.317
s3302b 414.55 415.03
s3302a 497.793 498.223

Class 15277
s3302b 34.0011 34.7411
s3301b 66.8116 67.4916
s3302b 286.824 287.724
s3302b 392.487 392.947

Class 15278
s3301b 67.1083 67.5883
s3302a 124.195 124.965
s3302a 474.088 474.398

Class 15279
s3301b 67.9383 68.5283
s3301b 574.466 574.836

Class 15280
s3301b 69.7683 70.2083
s3301b 85.1036 85.5036

Class 15281
s3301b 73.3433 73.9183
s3303b 76.6208 77.1708
s3301b 544.938 545.438

Class 15282
s3301b 75.7015 76.0215
s3303b 271.061 271.651

Class 15283
s3301b 78.3215 79.1915
s3301b 103.412 104.262

Class 15284
s3301b 78.6215 79.2015
s3302a 495.297 496.087

Class 15285
s3301b 78.8281 79.2848
s3302b 154.004 154.524
s3301b 216.429 216.879
s3302a 503.222 503.672

Class 15286
s3301b 79.918 80.438
s3302a 220.397 221.037

Class 15287
s3301b 85.3436 85.8336
s3301b 267.856 268.306

Class 15288
s3301b 90.9011 91.4011
s3302b 285.144 285.564
s3303b 494.583 495.153

Class 15289
s3301b 94.8833 95.5933
s3303b 248.934 249.544

Class 15290
s3302a 61.6037 61.9637
s3301b 95.1183 95.5683
s3302a 199.203 199.533

Class 15291
s3301b 96.9672 97.5072
s3302a 328.511 329.041
s3302a 495.587 496.207

Class 15292
s3301b 98.2872 98.7572
s3302a 374.731 375.241

Class 15293
s3301b 100.587 101.037
s3302b 324.32 324.73
s3303b 501.882 502.562

Class 15294
s3303b 56.6383 57.6883
s3301b 100.89 101.466
s3301b 260.171 260.701
s3302b 382.701 383.161
s3302a 495.547 496.207
s3302a 503.012 503.702

Class 15295
s3301b 101.172 101.602
s3303b 117.715 118.205

Class 15296
s3301b 103.147 103.577
s3301b 223.582 224.002
s3301b 389.833 390.183

Class 15297
s3301b 103.822 104.272
s3301b 216.209 216.839

Class 15298
s3301b 103.952 104.522
s3302a 328.681 329.231

Class 15299
s3301b 104.222 104.922
s3302b 146.278 147.208

Class 15300
s3302b 39.4582 39.8882
s3301b 104.592 105.027
s3301b 383.086 383.396

Class 15301
s3301b 105.872 106.212
s3303b 189.597 189.937

Class 15302
s3301b 107.879 108.339
s3301b 225.032 225.592

Class 15303
s3301b 112.66 113.44
s3301b 216.199 216.889

Class 15304
s3301b 114.44 115.28
s3301b 585.174 585.944

Class 15305
s3301b 145.825 146.395
s3302a 428.127 428.667

Class 15306
s3302b 132.806 133.346
s3301b 149.882 150.302
s3302a 220.127 220.597

Class 15307
s3301b 150.587 151.267
s3301b 172.62 173.23

Class 15308
s3302a 1.73113 2.04113
s3301b 150.987 151.317

Class 15309
s3301b 152.027 152.707
s3302b 530.335 530.935

Class 15310
s3301b 152.307 152.647
s3301b 351.135 351.475
s3302a 380.968 381.338

Class 15311
s3301b 154.541 154.901
s3301b 401.037 401.527

Class 15312
s3301b 161.627 162.122
s3302b 245.834 246.204
s3303b 539.999 540.449

Class 15313
s3301b 164.342 164.872
s3303b 508.989 509.619

Class 15314
s3301b 164.632 165.032
s3303b 522.967 523.357

Class 15315
s3301b 165.582 166.352
s3302a 362.006 362.896

Class 15316
s3301b 167.312 167.642
s3302b 420.824 421.234

Class 15317
s3301b 167.852 168.442
s3302a 488.524 489.044

Class 15318
s3301b 169.322 169.662
s3303b 200.589 200.939

Class 15319
s3301b 172.9 173.29
s3302a 332.558 332.988

Class 15320
s3301b 174.098 175.178
s3302b 439.684 440.774

Class 15321
s3301b 174.108 174.948
s3301b 597.976 598.636

Class 15322
s3301b 174.228 174.648
s3302b 536.696 537.116

Class 15323
s3301b 174.378 174.988
s3302a 196.961 197.411

Class 15324
s3301b 174.775 175.168
s3301b 343.325 343.67
s3302b 507.286 507.636

Class 15325
s3301b 176.315 176.675
s3302b 528.267 528.647

Class 15326
s3303b 74.1718 74.6118
s3301b 177.055 177.385

Class 15327
s3302b 9.82169 10.2217
s3301b 186.428 186.958

Class 15328
s3301b 187.248 187.568
s3302b 382.071 382.521

Class 15329
s3301b 196.977 197.552
s3301b 204.208 204.808
s3301b 370.351 370.841

Class 15330
s3301b 198.239 198.737
s3303b 176.472 177.112
s3302b 246.51 247.14
s3301b 330.985 331.375
s3303b 313.063 313.593
s3302b 517.486 517.996

Class 15331
s3302a 59.263 60.013
s3301b 203.308 203.768

Class 15332
s3301b 203.328 204.118
s3301b 579.638 580.428

Class 15333
s3301b 204.208 204.798
s3301b 370.361 370.841

Class 15334
s3301b 205.565 206.005
s3302b 440.174 440.494

Class 15335
s3302a 41.0119 41.5519
s3301b 206.305 207.033
s3301b 213.254 214.154
s3301b 331.565 332.214
s3301b 343.589 344.309

Class 15336
s3302b 25.7784 26.1284
s3301b 206.805 207.145

Class 15337
s3301b 207.515 207.925
s3301b 355.838 356.318

Class 15338
s3302a 52.6809 53.1709
s3301b 208.123 208.58
s3303b 313.123 313.623
s3302a 426.007 426.407

Class 15339
s3302b 47.9074 48.4874
s3301b 208.633 209.253
s3301b 344.229 344.829
s3302b 414.51 415.08

Class 15340
s3301b 208.978 209.328
s3302a 370.336 370.676
s3302a 471.744 472.074

Class 15341
s3301b 210.22 210.72
s3302b 305.626 306.286

Class 15342
s3302b 100.233 100.593
s3301b 210.51 210.83

Class 15343
s3303b 5.21419 5.70419
s3302a 42.6517 43.3518
s3303b 73.2518 73.8918
s3301b 211.357 212.145
s3301b 274.294 275.024

Class 15344
s3301b 211.41 211.77
s3303b 291.486 291.856

Class 15345
s3302a 182.694 183.324
s3301b 211.618 212.204
s3303b 195.888 196.478
s3301b 276.736 277.286
s3303b 384.646 385.206
s3303b 388.634 389.214

Class 15346
s3302a 41.0019 41.6619
s3301b 213.544 214.279
s3301b 343.819 344.539

Class 15347
s3302a 3.252 3.662
s3301b 213.574 214.074

Class 15348
s3301b 214.824 215.374
s3301b 244.298 244.878

Class 15349
s3301b 215.064 215.444
s3302a 484.568 485.058

Class 15350
s3302b 243.584 244.014
s3301b 216.457 216.905
s3302a 328.681 329.111
s3301b 442.779 443.229
s3302a 495.747 496.167
s3302a 503.222 503.762

Class 15351
s3302a 222.334 222.734
s3301b 217.689 218.144
s3302a 478.366 478.706

Class 15352
s3301b 220.12 220.65
s3301b 267.136 267.796

Class 15353
s3301b 226.914 227.474
s3301b 592.387 592.967

Class 15354
s3301b 226.924 227.264
s3301b 547.918 548.328

Class 15355
s3301b 229.125 230.035
s3301b 352.175 352.775

Class 15356
s3302b 156.939 157.539
s3301b 229.375 230.1
s3302b 274.558 275.048

Class 15357
s3302b 134.276 134.686
s3301b 229.795 230.205

Class 15358
s3302a 71.0613 71.3913
s3301b 233.775 234.085

Class 15359
s3302b 139.664 140.154
s3301b 237.629 238.169

Class 15360
s3301b 239.639 240.029
s3302b 444.519 444.929

Class 15361
s3302b 130.975 131.505
s3301b 239.729 240.299

Class 15362
s3302b 9.80169 10.3717
s3301b 243.243 243.708
s3302a 373.241 373.671

Class 15363
s3302a 104.556 104.956
s3301b 247.412 247.892

Class 15364
s3301b 247.612 248.332
s3301b 580.788 581.408

Class 15365
s3301b 247.732 248.042
s3301b 388.463 388.913

Class 15366
s3303b 180.684 181.644
s3301b 247.892 248.472

Class 15367
s3301b 248.9 249.22
s3301b 267.296 267.716

Class 15368
s3301b 249.813 250.413
s3301b 538.734 539.544

Class 15369
s3301b 250.023 250.363
s3301b 547.918 548.308

Class 15370
s3301b 251.983 252.363
s3301b 272.434 272.844

Class 15371
s3302a 232.948 233.368
s3301b 252.293 252.763

Class 15372
s3302b 50.1089 50.5589
s3301b 252.483 253.023

Class 15373
s3301b 254.449 254.966
s3302b 348.188 348.988
s3302a 477.816 478.226
s3302b 530.345 530.755

Class 15374
s3302b 2.60244 3.01244
s3302a 26.3881 26.9381
s3301b 254.717 255.171
s3302a 470.114 470.564
s3303b 383.226 383.566
s3301b 551.187 551.547
s3301b 597.956 598.286

Class 15375
s3302b 150.343 150.953
s3301b 259.531 260.171

Class 15376
s3301b 260.301 260.941
s3302a 495.517 496.197

Class 15377
s3302b 19.814 20.204
s3301b 261.281 261.671

Class 15378
s3301b 262.081 262.461
s3302a 378.538 378.878

Class 15379
s3302a 218.797 219.147
s3301b 263.118 263.438

Class 15380
s3303b 3.23594 3.81594
s3301b 264.263 264.823
s3301b 351.185 351.715

Class 15381
s3301b 266.178 266.638
s3301b 368.761 369.291

Class 15382
s3302b 13.2465 14.2665
s3302a 252.697 253.537
s3301b 267.321 268.301

Class 15383
s3301b 267.421 268.001
s3303b 304.61 305.5
s3303b 306.861 307.781

Class 15384
s3301b 267.696 268.036
s3302b 434.233 434.583

Class 15385
s3301b 267.876 268.266
s3303b 302.551 303.001

Class 15386
s3302a 256.017 256.366
s3301b 269.665 270.075

Class 15387
s3302a 42.6718 43.2918
s3303b 195.838 196.438
s3301b 274.454 275.001
s3301b 276.726 277.266

Class 15388
s3301b 274.704 275.034
s3303b 384.736 385.186

Class 15389
s3302a 42.9117 43.3417
s3303b 195.848 196.428
s3301b 276.81 277.31
s3303b 384.666 385.316

Class 15390
s3301b 277.879 278.279
s3301b 540.55 541.08

Class 15391
s3302a 37.5493 38.0193
s3301b 278.709 279.109

Class 15392
s3301b 315.63 316.17
s3301b 554.755 555.205

Class 15393
s3302a 222.314 222.664
s3301b 315.99 316.41

Class 15394
s3301b 318.07 318.51
s3302a 425.096 425.516

Class 15395
s3301b 321.579 322.399
s3303b 270.551 271.631

Class 15396
s3303b 171.792 172.432
s3302b 271.818 272.128
s3301b 322.907 323.252

Class 15397
s3301b 323.994 324.334
s3302b 417.255 417.845

Class 15398
s3301b 324.464 324.949
s3303b 284.945 285.255
s3303b 352.203 352.523

Class 15399
s3301b 325.204 325.694
s3301b 326.766 327.466

Class 15400
s3302a 3.122 3.832
s3301b 326.346 327.366

Class 15401
s3302a 41.0019 41.6119
s3302b 112.776 113.206
s3301b 326.812 327.303
s3302a 531.13 531.65

Class 15402
s3303b 74.1118 74.4917
s3301b 328.156 328.756

Class 15403
s3301b 328.586 329.026
s3301b 335.154 335.774

Class 15404
s3302a 56.5311 56.8811
s3303b 105.258 105.568
s3301b 330.962 331.3
s3302a 375.525 375.895
s3302b 517.446 517.826

Class 15405
s3301b 331.555 332.49
s3301b 343.739 344.519
s3302a 530.97 531.68

Class 15406
s3302a 40.9019 41.4119
s3301b 331.474 332.154

Class 15407
s3302a 286.609 287.119
s3301b 331.935 332.454

Class 15408
s3303b 217.676 218.096
s3301b 332.795 333.264
s3302b 408.696 409.286
s3303b 361.558 361.948
s3303b 469.454 469.994
s3301b 592.117 592.587

Class 15409
s3301b 333.844 334.245
s3302a 366.176 366.616

Class 15410
s3302b 314.58 315.12
s3301b 335.144 335.615

Class 15411
s3303b 73.4117 73.7518
s3301b 335.435 335.764

Class 15412
s3301b 336.485 337.645
s3302a 466.801 468.171

Class 15413
s3303b 116.665 117.135
s3301b 336.575 337.205

Class 15414
s3302a 102.856 103.276
s3301b 337.191 337.528
s3303b 383.866 384.366
s3302a 555.033 555.423

Class 15415
s3301b 337.485 337.935
s3302a 489.377 489.927

Class 15416
s3303b 270.961 271.611
s3301b 337.835 338.301
s3302a 426.777 427.517
s3302b 417.495 417.925

Class 15417
s3302b 286.524 287.024
s3301b 338.145 338.78
s3303b 487.05 487.49

Class 15418
s3302a 3.222 3.972
s3302a 41.0019 41.5819
s3301b 343.812 344.549
s3302a 531.1 531.65

Class 15419
s3301b 344.309 344.984
s3302b 389.648 390.408
s3302b 417.245 417.915

Class 15420
s3303b 137.382 137.722
s3301b 344.334 344.879
s3302b 389.648 390.408

Class 15421
s3302a 83.845 84.225
s3301b 344.709 345.029

Class 15422
s3302a 159.425 160.055
s3303b 258.419 258.739
s3301b 345.782 346.142
s3302a 396.936 397.276

Class 15423
s3302b 74.7374 75.1774
s3302b 77.74 78.21
s3302b 345.869 346.529
s3301b 351.059 351.837
s3303b 304.62 305.23
s3302b 402.752 403.222
s3301b 554.425 555.045

Class 15424
s3303b 3.29594 3.67594
s3302b 93.79 94.23
s3301b 351.295 351.669
s3302a 381.888 382.508

Class 15425
s3301b 352.615 353.195
s3302b 430.158 430.698

Class 15426
s3301b 355.218 355.738
s3303b 507.426 508.456

Class 15427
s3301b 360.065 360.835
s3301b 389.173 389.673

Class 15428
s3302a 134.913 135.393
s3301b 360.795 361.365

Class 15429
s3302a 159.415 159.775
s3301b 364.961 365.321

Class 15430
s3301b 367.851 368.601
s3302a 427.147 428.327

Class 15431
s3303b 49.1297 49.6397
s3302a 220.237 220.587
s3301b 368.118 368.685
s3302a 466.801 467.751

Class 15432
s3301b 368.401 368.906
s3301b 390.643 391.113
s3303b 557.155 557.465

Class 15433
s3303b 109.205 109.695
s3301b 368.681 369.641

Class 15434
s3302b 357.111 357.531
s3301b 369.331 369.701

Class 15435
s3302b 47.3274 47.7674
s3301b 371.881 372.401

Class 15436
s3302a 140.229 140.549
s3301b 374.35 374.66

Class 15437
s3303b 56.1483 56.5983
s3301b 378.528 379.118

Class 15438
s3303b 0.276125 0.596125
s3301b 378.538 378.918

Class 15439
s3302a 374.751 375.291
s3301b 383.019 383.419
s3302a 420.651 421.011
s3303b 387.019 387.349

Class 15440
s3303b 261.64 262.41
s3301b 383.466 384.106

Class 15441
s3302a 37.1793 37.8193
s3302a 123.815 124.495
s3301b 384.246 384.811

Class 15442
s3302b 90.2722 90.7622
s3302b 107.82 108.15
s3302b 345.589 346.039
s3301b 386.693 387.076
s3301b 564.61 564.97

Class 15443
s3302a 236.253 236.653
s3302b 348.618 348.968
s3302a 368.766 369.296
s3301b 388.427 388.947
s3302b 411.461 412.111
s3302b 422.922 423.702

Class 15444
s3302b 97.65 98.03
s3301b 388.686 389.159
s3302b 414.79 415.15
s3302a 478.056 478.486

Class 15445
s3303b 4.13419 4.54419
s3302a 61.2037 61.7338
s3303b 116.485 117.145
s3303b 270.491 271.021
s3301b 389.14 389.68

Class 15446
s3302b 374.523 375.063
s3301b 389.173 390.023

Class 15447
s3302b 384.368 384.808
s3301b 389.513 389.963

Class 15448
s3303b 310.913 311.703
s3301b 392.43 393.13

Class 15449
s3302b 90.2722 90.6923
s3302b 368.883 369.203
s3301b 394.03 394.465

Class 15450
s3302a 234.138 234.638
s3301b 396.762 397.147
s3301b 540.36 541.01

Class 15451
s3302b 49.2789 49.6189
s3301b 399.763 400.163
s3302b 507.276 507.686

Class 15452
s3303b 5.16419 5.49419
s3301b 401.102 401.472
s3302b 409.246 409.706

Class 15453
s3303b 216.856 217.356
s3301b 401.237 402.067

Class 15454
s3302b 378.425 378.905
s3301b 401.267 401.707

Class 15455
s3301b 403.767 404.127
s3302a 478.916 479.406

Class 15456
s3301b 403.957 404.327
s3301b 405.721 406.051

Class 15457
s3301b 404.027 404.547
s3303b 469.764 470.194

Class 15458
s3302a 427.567 428.307
s3301b 404.811 405.201

Class 15459
s3302a 83.225 83.685
s3301b 405.486 405.921
s3302a 531.74 532.27

Class 15460
s3302a 359.729 360.309
s3301b 405.741 406.251

Class 15461
s3301b 406.941 407.621
s3303b 352.733 353.733

Class 15462
s3301b 407.391 408.371
s3301b 409.504 410.304

Class 15463
s3301b 407.811 408.441
s3302a 495.227 495.857

Class 15464
s3303b 313.043 313.673
s3301b 410.875 411.275
s3302b 422.247 422.727

Class 15465
s3301b 421.886 422.296
s3302b 531.913 532.243

Class 15466
s3301b 442.779 443.219
s3302a 503.212 503.712

Class 15467
s3302a 528.23 528.65
s3301b 492.735 493.725

Class 15468
s3302b 389.358 390.468
s3301b 493.025 493.645

Class 15469
s3303b 135.84 136.2
s3301b 494.235 494.665

Class 15470
s3301b 495.375 495.845
s3301b 543.094 543.584

Class 15471
s3303b 74.1817 74.5817
s3301b 497.275 497.625

Class 15472
s3302a 50.6052 51.2752
s3301b 497.755 498.325

Class 15473
s3302a 128.75 129.31
s3301b 500.179 500.879

Class 15474
s3302b 410.226 410.826
